experiment_name,run_name,dataset_name,run_number,execution_time_ms,n,t,nx,timestamp
step_size_fixed,newton_150,rootfind_stepsize_150,1,20415.029,10,30,3,2025-08-21 20:02:07
step_size_fixed,newton_150,rootfind_stepsize_150,2,20054.071,10,30,3,2025-08-21 20:02:27
step_size_fixed,newton_150,rootfind_stepsize_150,3,20026.011,10,30,3,2025-08-21 20:02:47
step_size_fixed,newton_150,rootfind_stepsize_150,4,19971.020,10,30,3,2025-08-21 20:03:07
step_size_fixed,newton_150,rootfind_stepsize_150,5,19486.872,10,30,3,2025-08-21 20:03:27
step_size_fixed,newton_150,rootfind_stepsize_150,6,20104.453,10,30,3,2025-08-21 20:03:47
step_size_fixed,newton_150,rootfind_stepsize_150,7,19853.915,10,30,3,2025-08-21 20:04:07
step_size_fixed,newton_150,rootfind_stepsize_150,8,19034.455,10,30,3,2025-08-21 20:04:26
step_size_fixed,newton_150,rootfind_stepsize_150,9,19283.516,10,30,3,2025-08-21 20:04:45
step_size_fixed,newton_150,rootfind_stepsize_150,10,19689.717,10,30,3,2025-08-21 20:05:05
step_size_fixed,newton_150,rootfind_stepsize_150,11,19335.809,10,30,3,2025-08-21 20:05:24
step_size_fixed,newton_150,rootfind_stepsize_150,12,19485.753,10,30,3,2025-08-21 20:05:43
step_size_fixed,newton_150,rootfind_stepsize_150,13,19596.999,10,30,3,2025-08-21 20:06:03
step_size_fixed,newton_150,rootfind_stepsize_150,14,19460.765,10,30,3,2025-08-21 20:06:22
step_size_fixed,newton_150,rootfind_stepsize_150,15,19327.930,10,30,3,2025-08-21 20:06:42
step_size_fixed,newton_150,rootfind_stepsize_150,16,19611.832,10,30,3,2025-08-21 20:07:01
step_size_fixed,newton_150,rootfind_stepsize_150,17,19400.650,10,30,3,2025-08-21 20:07:21
step_size_fixed,newton_150,rootfind_stepsize_150,18,19460.823,10,30,3,2025-08-21 20:07:40
step_size_fixed,newton_150,rootfind_stepsize_150,19,19380.425,10,30,3,2025-08-21 20:08:00
step_size_fixed,newton_150,rootfind_stepsize_150,20,19384.075,10,30,3,2025-08-21 20:08:19
step_size_fixed,newton_300,rootfind_stepsize_300,1,23909.136,10,30,3,2025-08-21 20:08:54
step_size_fixed,newton_300,rootfind_stepsize_300,2,23383.699,10,30,3,2025-08-21 20:09:17
step_size_fixed,newton_300,rootfind_stepsize_300,3,23661.307,10,30,3,2025-08-21 20:09:41
step_size_fixed,newton_300,rootfind_stepsize_300,4,23530.905,10,30,3,2025-08-21 20:10:04
step_size_fixed,newton_300,rootfind_stepsize_300,5,23528.268,10,30,3,2025-08-21 20:10:28
step_size_fixed,newton_300,rootfind_stepsize_300,6,23645.563,10,30,3,2025-08-21 20:10:51
step_size_fixed,newton_300,rootfind_stepsize_300,7,23566.665,10,30,3,2025-08-21 20:11:15
step_size_fixed,newton_300,rootfind_stepsize_300,8,23649.052,10,30,3,2025-08-21 20:11:39
step_size_fixed,newton_300,rootfind_stepsize_300,9,23332.197,10,30,3,2025-08-21 20:12:02
step_size_fixed,newton_300,rootfind_stepsize_300,10,23707.836,10,30,3,2025-08-21 20:12:26
step_size_fixed,newton_300,rootfind_stepsize_300,11,23526.722,10,30,3,2025-08-21 20:12:49
step_size_fixed,newton_300,rootfind_stepsize_300,12,23427.207,10,30,3,2025-08-21 20:13:13
step_size_fixed,newton_300,rootfind_stepsize_300,13,23720.591,10,30,3,2025-08-21 20:13:36
step_size_fixed,newton_300,rootfind_stepsize_300,14,23547.091,10,30,3,2025-08-21 20:14:00
step_size_fixed,newton_300,rootfind_stepsize_300,15,23513.630,10,30,3,2025-08-21 20:14:23
step_size_fixed,newton_300,rootfind_stepsize_300,16,23813.596,10,30,3,2025-08-21 20:14:47
step_size_fixed,newton_300,rootfind_stepsize_300,17,23307.948,10,30,3,2025-08-21 20:15:10
step_size_fixed,newton_300,rootfind_stepsize_300,18,23435.185,10,30,3,2025-08-21 20:15:34
step_size_fixed,newton_300,rootfind_stepsize_300,19,23371.012,10,30,3,2025-08-21 20:15:57
step_size_fixed,newton_300,rootfind_stepsize_300,20,23433.934,10,30,3,2025-08-21 20:16:21
step_size_fixed,newton_500,rootfind_stepsize_500,1,23119.255,10,30,3,2025-08-21 20:16:54
step_size_fixed,newton_500,rootfind_stepsize_500,2,23125.372,10,30,3,2025-08-21 20:17:18
step_size_fixed,newton_500,rootfind_stepsize_500,3,22542.992,10,30,3,2025-08-21 20:17:40
step_size_fixed,newton_500,rootfind_stepsize_500,4,22373.636,10,30,3,2025-08-21 20:18:03
step_size_fixed,newton_500,rootfind_stepsize_500,5,22366.605,10,30,3,2025-08-21 20:18:25
step_size_fixed,newton_500,rootfind_stepsize_500,6,22138.001,10,30,3,2025-08-21 20:18:47
step_size_fixed,newton_500,rootfind_stepsize_500,7,22291.862,10,30,3,2025-08-21 20:19:09
step_size_fixed,newton_500,rootfind_stepsize_500,8,22128.718,10,30,3,2025-08-21 20:19:31
step_size_fixed,newton_500,rootfind_stepsize_500,9,22076.370,10,30,3,2025-08-21 20:19:54
step_size_fixed,newton_500,rootfind_stepsize_500,10,22262.385,10,30,3,2025-08-21 20:20:16
step_size_fixed,newton_500,rootfind_stepsize_500,11,22151.347,10,30,3,2025-08-21 20:20:38
step_size_fixed,newton_500,rootfind_stepsize_500,12,22213.198,10,30,3,2025-08-21 20:21:00
step_size_fixed,newton_500,rootfind_stepsize_500,13,22170.776,10,30,3,2025-08-21 20:21:22
step_size_fixed,newton_500,rootfind_stepsize_500,14,22141.202,10,30,3,2025-08-21 20:21:44
step_size_fixed,newton_500,rootfind_stepsize_500,15,21936.123,10,30,3,2025-08-21 20:22:06
step_size_fixed,newton_500,rootfind_stepsize_500,16,22193.019,10,30,3,2025-08-21 20:22:29
step_size_fixed,newton_500,rootfind_stepsize_500,17,22200.188,10,30,3,2025-08-21 20:22:51
step_size_fixed,newton_500,rootfind_stepsize_500,18,22357.338,10,30,3,2025-08-21 20:23:13
step_size_fixed,newton_500,rootfind_stepsize_500,19,22269.606,10,30,3,2025-08-21 20:23:35
step_size_fixed,newton_500,rootfind_stepsize_500,20,22085.692,10,30,3,2025-08-21 20:23:58
zstep_size_fixed,jenkins_050,rootfind_stepsize_050,1,39654.956,10,30,3,2025-08-21 20:58:39
step_size_fixed,jenkins_050,rootfind_stepsize_050,2,38001.929,10,30,3,2025-08-21 20:59:17
step_size_fixed,jenkins_050,rootfind_stepsize_050,3,36869.150,10,30,3,2025-08-21 20:59:54
step_size_fixed,jenkins_050,rootfind_stepsize_050,4,37011.736,10,30,3,2025-08-21 21:00:31
step_size_fixed,jenkins_050,rootfind_stepsize_050,5,36889.780,10,30,3,2025-08-21 21:01:08
step_size_fixed,jenkins_050,rootfind_stepsize_050,6,37217.540,10,30,3,2025-08-21 21:01:45
step_size_fixed,jenkins_050,rootfind_stepsize_050,7,39360.196,10,30,3,2025-08-21 21:02:53
step_size_fixed,jenkins_050,rootfind_stepsize_050,8,37449.970,10,30,3,2025-08-21 21:03:31
step_size_fixed,jenkins_050,rootfind_stepsize_050,9,36843.140,10,30,3,2025-08-21 21:04:08
step_size_fixed,jenkins_050,rootfind_stepsize_050,10,37403.097,10,30,3,2025-08-21 21:04:45
step_size_fixed,jenkins_050,rootfind_stepsize_050,11,36166.677,10,30,3,2025-08-21 21:05:21
step_size_fixed,jenkins_050,rootfind_stepsize_050,12,35834.350,10,30,3,2025-08-21 21:05:57
step_size_fixed,jenkins_050,rootfind_stepsize_050,13,36544.771,10,30,3,2025-08-21 21:06:34
step_size_fixed,jenkins_050,rootfind_stepsize_050,14,36990.536,10,30,3,2025-08-21 21:07:11
step_size_fixed,jenkins_050,rootfind_stepsize_050,15,36260.075,10,30,3,2025-08-21 21:07:47
step_size_fixed,jenkins_050,rootfind_stepsize_050,16,36099.046,10,30,3,2025-08-21 21:08:23
step_size_fixed,jenkins_050,rootfind_stepsize_050,17,36053.280,10,30,3,2025-08-21 21:08:59
step_size_fixed,jenkins_050,rootfind_stepsize_050,18,35667.388,10,30,3,2025-08-21 21:09:35
step_size_fixed,jenkins_050,rootfind_stepsize_050,19,36576.277,10,30,3,2025-08-21 21:10:11
step_size_fixed,jenkins_050,rootfind_stepsize_050,20,36062.179,10,30,3,2025-08-21 21:10:47
step_size_fixed,jenkins_075,rootfind_stepsize_075,1,38659.141,10,30,3,2025-08-21 21:11:36
step_size_fixed,jenkins_075,rootfind_stepsize_075,2,39812.913,10,30,3,2025-08-21 21:12:16
step_size_fixed,jenkins_075,rootfind_stepsize_075,3,39281.613,10,30,3,2025-08-21 21:12:55
step_size_fixed,jenkins_075,rootfind_stepsize_075,4,39492.352,10,30,3,2025-08-21 21:13:35
step_size_fixed,jenkins_075,rootfind_stepsize_075,5,38979.481,10,30,3,2025-08-21 21:14:14
step_size_fixed,jenkins_075,rootfind_stepsize_075,6,38817.369,10,30,3,2025-08-21 21:14:53
step_size_fixed,jenkins_075,rootfind_stepsize_075,7,38146.841,10,30,3,2025-08-21 21:15:31
