experiment_name,run_name,dataset_name,run_number,execution_time_ms,n,t,nx,timestamp
cumulative_gains_study,cpp_nothing_else,small_b,1,111646.960,5,15,2,2025-08-18 19:25:24
cumulative_gains_study,cpp_nothing_else,small_b,2,109376.007,5,15,2,2025-08-18 19:27:13
cumulative_gains_study,cpp_nothing_else,small_b,3,108227.672,5,15,2,2025-08-18 19:29:01
cumulative_gains_study,cpp_nothing_else,small_b,4,108749.779,5,15,2,2025-08-18 19:30:50
cumulative_gains_study,cpp_nothing_else,small_b,5,106548.462,5,15,2,2025-08-18 19:32:37
cumulative_gains_study,cpp_nothing_else,small_b,6,103965.580,5,15,2,2025-08-18 19:34:21
cumulative_gains_study,cpp_nothing_else,small_b,7,108330.139,5,15,2,2025-08-18 19:36:09
cumulative_gains_study,cpp_nothing_else,small_b,8,113611.563,5,15,2,2025-08-18 19:38:03
cumulative_gains_study,cpp_nothing_else,small_b,9,105803.585,5,15,2,2025-08-18 19:39:48
cumulative_gains_study,cpp_nothing_else,small_b,10,108061.869,5,15,2,2025-08-18 19:41:36
cumulative_gains_study,cpp_split,small_b,1,15051.001,5,15,2,2025-08-18 19:44:28
cumulative_gains_study,cpp_split,small_b,2,14152.701,5,15,2,2025-08-18 19:44:42
cumulative_gains_study,cpp_split,small_b,3,14125.918,5,15,2,2025-08-18 19:44:57
cumulative_gains_study,cpp_split,small_b,4,14095.375,5,15,2,2025-08-18 19:45:11
cumulative_gains_study,cpp_split,small_b,5,14036.270,5,15,2,2025-08-18 19:45:25
cumulative_gains_study,cpp_split,small_b,6,14464.575,5,15,2,2025-08-18 19:45:39
cumulative_gains_study,cpp_split,small_b,7,14563.507,5,15,2,2025-08-18 19:45:54
cumulative_gains_study,cpp_split,small_b,8,14609.077,5,15,2,2025-08-18 19:46:08
cumulative_gains_study,cpp_split,small_b,9,14121.146,5,15,2,2025-08-18 19:46:22
cumulative_gains_study,cpp_split,small_b,10,14196.915,5,15,2,2025-08-18 19:46:37
cumulative_gains_study,cpp_split_newton,small_b,1,7185.543,5,15,2,2025-08-18 19:48:58
cumulative_gains_study,cpp_split_newton,small_b,2,7136.020,5,15,2,2025-08-18 19:49:05
cumulative_gains_study,cpp_split_newton,small_b,3,7113.236,5,15,2,2025-08-18 19:49:12
cumulative_gains_study,cpp_split_newton,small_b,4,6999.997,5,15,2,2025-08-18 19:49:19
cumulative_gains_study,cpp_split_newton,small_b,5,6965.482,5,15,2,2025-08-18 19:49:26
cumulative_gains_study,cpp_split_newton,small_b,6,6948.004,5,15,2,2025-08-18 19:49:33
cumulative_gains_study,cpp_split_newton,small_b,7,6636.984,5,15,2,2025-08-18 19:49:39
cumulative_gains_study,cpp_split_newton,small_b,8,7110.229,5,15,2,2025-08-18 19:49:46
cumulative_gains_study,cpp_split_newton,small_b,9,6858.628,5,15,2,2025-08-18 19:49:53
cumulative_gains_study,cpp_split_newton,small_b,10,6844.694,5,15,2,2025-08-18 19:50:00
cumulative_gains_study,cpp_split_newton_parallel,small_b,1,3433.813,5,15,2,2025-08-18 19:51:19
cumulative_gains_study,cpp_split_newton_parallel,small_b,2,3569.804,5,15,2,2025-08-18 19:51:23
cumulative_gains_study,cpp_split_newton_parallel,small_b,3,3571.014,5,15,2,2025-08-18 19:51:26
cumulative_gains_study,cpp_split_newton_parallel,small_b,4,3587.434,5,15,2,2025-08-18 19:51:30
cumulative_gains_study,cpp_split_newton_parallel,small_b,5,3597.941,5,15,2,2025-08-18 19:51:33
cumulative_gains_study,cpp_split_newton_parallel,small_b,6,3576.334,5,15,2,2025-08-18 19:51:37
cumulative_gains_study,cpp_split_newton_parallel,small_b,7,3582.497,5,15,2,2025-08-18 19:51:41
cumulative_gains_study,cpp_split_newton_parallel,small_b,8,3595.621,5,15,2,2025-08-18 19:51:44
cumulative_gains_study,cpp_split_newton_parallel,small_b,9,3589.264,5,15,2,2025-08-18 19:51:48
cumulative_gains_study,cpp_split_newton_parallel,small_b,10,3578.372,5,15,2,2025-08-18 19:51:51
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,1,3031.243,5,15,2,2025-08-18 19:53:34
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,2,2768.994,5,15,2,2025-08-18 19:53:36
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,3,2966.923,5,15,2,2025-08-18 19:53:39
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,4,2946.634,5,15,2,2025-08-18 19:53:42
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,5,2936.979,5,15,2,2025-08-18 19:53:45
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,6,2929.555,5,15,2,2025-08-18 19:53:48
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,7,2909.614,5,15,2,2025-08-18 19:53:51
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,8,2885.235,5,15,2,2025-08-18 19:53:54
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,9,2901.710,5,15,2,2025-08-18 19:53:57
cumulative_gains_study,cpp_split_newton_parallel_thopt,small_b,10,2879.042,5,15,2,2025-08-18 19:54:00
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,1,3127.351,5,15,2,2025-08-18 19:56:15
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,2,3022.866,5,15,2,2025-08-18 19:56:18
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,3,3065.723,5,15,2,2025-08-18 19:56:21
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,4,3066.742,5,15,2,2025-08-18 19:56:24
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,5,2778.381,5,15,2,2025-08-18 19:56:27
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,6,2978.616,5,15,2,2025-08-18 19:56:30
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,7,2988.703,5,15,2,2025-08-18 19:56:33
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,8,2954.262,5,15,2,2025-08-18 19:56:36
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,9,2938.467,5,15,2,2025-08-18 19:56:39
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop,small_b,10,2958.781,5,15,2,2025-08-18 19:56:42
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,1,2955.826,5,15,2,2025-08-18 19:59:07
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,2,2914.799,5,15,2,2025-08-18 19:59:10
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,3,2963.840,5,15,2,2025-08-18 19:59:13
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,4,2707.634,5,15,2,2025-08-18 19:59:16
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,5,2889.853,5,15,2,2025-08-18 19:59:18
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,6,2846.800,5,15,2,2025-08-18 19:59:21
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,7,2863.852,5,15,2,2025-08-18 19:59:24
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,8,2838.445,5,15,2,2025-08-18 19:59:27
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,9,2866.677,5,15,2,2025-08-18 19:59:30
cumulative_gains_study,cpp_split_newton_parallel_thopt_o3-native-loop_flto,small_b,10,2847.370,5,15,2,2025-08-18 19:59:33
